,Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
612,1,1,21,2,3,3357,4,2,4,2,1,2,3,29,1,2,1,3,1,1,1
613,1,1,24,1,1,3632,1,3,1,2,3,4,3,22,1,1,1,3,1,1,2
614,0,4,18,3,2,1808,1,4,4,2,1,1,1,22,3,2,1,3,1,1,1
615,1,2,48,0,9,12204,5,3,2,3,1,2,3,48,1,2,1,4,1,2,1
616,1,2,60,3,3,9157,5,3,2,3,1,2,4,27,3,3,1,4,1,1,1
617,1,1,6,4,0,3676,1,3,1,3,1,3,1,37,3,1,3,3,2,1,1
618,0,2,30,2,2,3441,2,3,2,2,2,4,3,21,3,1,1,3,1,1,1
619,1,4,12,2,0,640,1,3,4,1,1,2,1,49,3,2,1,2,1,1,1
620,1,2,21,4,9,3652,1,4,2,3,1,3,2,27,3,2,2,3,1,1,1
621,0,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,1,1,1
622,0,4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,1,1,1
623,1,1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,1,1,1
624,0,1,18,2,3,2600,1,3,4,3,1,4,4,65,3,3,2,3,1,1,1
625,1,4,15,2,3,1979,5,5,4,3,1,2,3,35,3,2,1,3,1,1,1
626,1,3,6,2,2,2116,1,3,2,3,1,2,1,41,3,2,1,3,1,2,1
627,0,2,9,1,0,1437,2,4,2,3,1,3,4,29,3,2,1,3,1,1,1
628,1,4,42,4,2,4042,3,3,4,3,1,4,1,36,3,2,2,3,1,2,1
629,1,4,9,2,6,3832,5,5,1,3,1,4,1,64,3,2,1,2,1,1,1
630,1,1,24,2,3,3660,1,3,2,2,1,4,3,28,3,2,1,3,1,1,1
631,0,1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,1,1,1
632,1,2,15,2,3,1444,5,2,4,3,1,1,2,23,3,2,1,3,1,1,1
633,0,4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,1,1,1
634,0,2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,1,2,1
635,1,4,12,2,6,1393,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1
636,1,4,24,2,3,1376,3,4,4,2,1,1,3,28,3,2,1,3,1,1,1
637,1,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,1,2,1
638,1,4,12,2,3,1493,1,2,4,2,1,3,3,34,3,2,1,3,2,1,1
639,0,1,42,3,3,4370,1,4,3,3,1,2,2,26,1,2,2,3,2,2,1
640,0,1,18,2,6,750,1,1,4,2,1,1,1,27,3,2,1,1,1,1,1
641,1,2,15,2,5,1308,1,5,4,3,1,4,3,38,3,2,2,2,1,1,1
642,0,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,1,2,1
643,1,4,24,4,3,1851,1,4,4,4,3,2,3,33,3,2,2,3,1,2,1
644,1,1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,1,2,1
645,0,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,1,2,1
646,1,1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,1,1,1
647,0,4,12,2,0,1386,3,3,2,2,1,2,2,26,3,2,1,3,1,1,1
648,0,3,24,2,0,947,1,4,4,3,1,3,4,38,1,3,1,3,2,1,1
649,0,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,2,1,1
650,1,1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,1,2,1
651,0,2,12,2,2,1922,1,3,4,3,1,2,2,37,3,2,1,2,1,1,1
652,0,1,24,2,0,2303,1,5,4,3,2,1,1,45,3,2,1,3,1,1,1
653,0,2,36,3,0,8086,2,5,2,3,1,4,3,42,3,2,4,4,1,2,1
654,1,4,24,4,1,2346,1,4,4,3,1,3,3,35,3,2,2,3,1,2,1
655,1,1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,1,1,1
656,0,2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1
657,1,4,48,2,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,1,2,1
658,1,2,30,0,9,4221,1,3,2,2,1,1,3,28,3,2,2,3,1,1,1
659,1,2,18,4,2,6361,1,5,2,3,1,1,4,41,3,2,1,3,1,2,1
660,1,3,12,2,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,1,1,1
661,0,1,12,2,0,900,5,3,4,4,1,2,3,23,3,2,1,3,1,1,1
662,1,4,21,2,2,2241,1,5,4,3,1,2,1,50,3,2,2,3,1,1,1
663,1,2,6,3,2,1050,1,1,4,3,1,1,2,35,2,2,2,4,1,2,1
664,1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,1,1,1
665,1,4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,1,2,1
666,1,2,30,1,2,3496,4,3,4,3,1,2,3,34,2,2,1,3,2,2,1
667,1,4,48,1,9,3609,1,3,1,2,1,1,1,27,2,2,1,3,1,1,1
668,0,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,2,1
669,1,3,30,4,3,3017,1,5,4,3,1,4,2,47,3,2,1,3,1,1,1
670,1,4,24,4,9,4139,2,3,3,3,1,3,2,27,3,2,2,2,1,2,1
671,1,4,36,2,9,5742,2,4,2,3,1,2,3,31,3,2,2,3,1,2,1
672,1,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,1,2,1
673,1,4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,1,1,1
674,0,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,1,1
675,1,4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,2,1
676,1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,2,1
677,0,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,1,1
678,1,1,24,2,3,2384,1,5,4,3,1,4,1,64,1,1,1,2,1,1,1
679,1,4,18,2,3,1453,1,2,3,2,1,1,1,26,3,2,1,3,1,1,1
680,1,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,1,1
681,1,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,1,2,1
682,1,4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,1,1
683,1,4,24,4,3,5103,1,2,3,4,1,3,4,47,3,3,3,3,1,2,1
684,1,2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,2,2,1
685,1,4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,2,2,1
686,1,3,10,4,3,1347,5,4,4,3,1,2,2,27,3,2,2,3,1,2,1
687,1,2,36,3,0,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,1,1
688,1,4,9,2,3,2753,2,5,3,3,2,4,3,35,3,2,1,3,1,2,1
689,1,1,12,2,0,3651,4,3,1,3,1,3,2,31,3,2,1,3,2,1,1
690,1,1,15,4,2,975,1,3,2,1,1,3,2,25,3,2,2,3,1,1,1
691,1,2,15,2,5,2631,2,3,3,2,1,2,1,25,3,2,1,2,1,1,1
692,1,2,24,2,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,1,1,1
693,1,1,6,4,0,4716,5,2,1,3,1,3,1,44,3,2,2,2,2,1,1
694,1,4,24,2,3,2284,1,4,4,3,1,2,3,28,3,2,1,3,1,2,1
695,1,4,6,2,1,1236,3,3,2,3,1,4,2,50,3,1,1,3,1,1,1
696,1,2,12,2,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,1,1,2
697,1,4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,1,1,1
698,1,4,18,4,3,1800,1,3,4,3,1,2,3,24,3,2,2,3,1,1,1
699,1,3,15,2,6,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,2,1
700,0,4,12,2,2,1123,3,3,4,2,1,4,3,29,3,1,1,2,1,1,1
701,0,1,48,4,1,6331,1,5,4,3,1,4,4,46,3,3,2,3,1,2,1
702,1,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,2,1
703,1,2,30,3,9,2503,2,5,4,3,1,2,2,41,2,2,2,3,1,1,1
704,1,2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,2,1
705,1,4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,1,1
706,0,2,48,2,0,6560,2,4,3,3,1,2,2,24,3,2,1,3,1,1,1
707,0,2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,1,1,1
708,1,2,9,2,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,1,1,1
709,1,2,9,2,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,2,1,1
710,1,4,18,4,3,629,3,5,4,3,1,3,2,32,1,2,2,4,1,2,1
711,0,1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,1,1
712,1,4,21,2,1,2476,5,5,4,3,1,4,1,46,3,2,1,4,1,2,1
713,1,1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,1,1
714,0,2,60,2,0,14027,1,4,4,3,1,2,4,27,3,2,1,4,1,2,1
715,1,4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,1,1
716,1,4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,2,2,1
717,1,4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,1,2,1
718,1,3,24,4,3,3148,5,3,3,3,1,2,3,31,3,2,2,3,1,2,1
719,1,2,20,0,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,2,1
720,0,3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,1,2,1
721,0,2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,2,1,1
722,0,1,12,2,0,1228,1,3,4,2,1,2,1,24,3,2,1,2,1,1,1
723,1,2,9,2,3,790,3,3,4,2,1,3,1,66,3,2,1,2,1,1,1
724,0,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,1,1
725,1,4,6,4,0,250,4,3,2,2,1,2,1,41,1,2,2,2,1,1,1
726,1,4,15,4,3,1316,3,3,2,4,1,2,2,47,3,2,2,2,1,1,1
727,0,1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,1,1
728,0,2,48,1,9,6416,1,5,4,2,1,3,4,59,3,1,1,3,1,1,1
729,1,3,24,4,9,1275,4,3,2,1,1,4,1,36,3,2,2,3,1,2,1
730,1,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,1,1
731,0,1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,2,1,1
732,1,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,1,1
733,1,4,24,2,1,2603,4,3,2,2,1,4,3,28,3,1,1,3,1,2,1
734,1,4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,2,1,1
735,1,2,36,1,4,3990,5,2,3,2,1,2,4,29,1,2,1,1,1,1,1
736,0,2,24,2,1,11560,1,3,1,2,1,4,3,23,3,1,2,4,1,1,1
737,1,1,18,2,0,4380,2,3,3,3,1,4,3,35,3,2,1,2,2,2,1
738,1,4,6,4,0,6761,1,4,1,3,1,3,4,45,3,2,2,4,2,2,1
739,0,2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,1,1,1
740,1,1,24,1,0,2325,2,4,2,3,1,3,3,32,1,2,1,3,1,1,1
741,1,2,10,1,3,1048,1,3,4,3,1,4,1,23,2,2,1,2,1,1,1
742,1,4,21,2,3,3160,5,5,4,3,1,3,2,41,3,2,1,3,1,2,1
743,1,1,24,1,2,2483,3,3,4,3,1,4,1,22,2,2,1,3,1,2,1
744,1,1,39,4,2,14179,5,4,4,3,1,4,2,30,3,2,2,4,1,2,1
745,1,1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,1,1
746,1,1,15,2,0,2511,1,1,1,2,1,4,3,23,3,1,1,3,1,1,1
747,0,1,12,2,0,1274,1,2,3,2,1,1,1,37,3,2,1,2,1,1,1
748,1,4,21,2,1,5248,5,3,1,3,1,3,3,26,3,2,1,3,1,1,1
749,1,4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,1,1,1
750,1,1,6,2,2,428,1,5,2,2,1,1,2,49,1,2,1,3,1,2,1
751,0,1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,1,1,1
752,1,2,12,2,9,841,2,4,2,2,1,4,1,23,3,1,1,2,1,1,1
753,1,4,30,4,3,5771,1,4,4,2,1,2,3,25,3,2,2,3,1,1,1
754,0,4,12,3,5,1555,4,5,4,3,1,4,4,55,3,3,2,3,2,1,1
755,0,1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,1,1,1
756,1,3,6,4,0,1299,1,3,1,3,1,1,1,74,3,2,3,1,2,1,2
757,0,3,15,4,3,1271,5,3,3,3,1,4,4,39,3,3,2,3,1,2,1
758,1,4,24,2,0,1393,1,3,2,3,3,2,1,31,3,2,1,3,1,2,1
759,0,1,12,4,0,691,1,5,4,3,1,3,2,35,3,2,2,3,1,1,1
760,1,4,15,4,0,5045,5,5,1,2,1,4,3,59,3,2,1,3,1,2,1
761,0,1,18,4,2,2124,1,3,4,2,1,4,1,24,3,1,2,3,1,1,1
762,1,1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,1,1,1
763,0,4,21,4,0,12680,5,5,4,3,1,4,4,30,3,3,1,4,1,2,1
764,1,4,24,4,0,2463,2,4,4,4,1,3,2,27,3,2,2,3,1,2,1
765,1,2,12,2,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,1,1,1
766,0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,1,1
767,1,4,10,2,1,2901,5,2,1,2,1,4,1,31,3,1,1,3,1,1,1
768,1,2,12,4,2,3617,1,5,1,3,1,4,3,28,3,1,3,3,1,2,1
769,1,4,12,4,3,1655,1,5,2,3,1,4,1,63,3,2,2,2,1,2,1
770,1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,1,1
771,0,1,36,4,6,8065,1,3,3,2,1,2,4,25,3,2,2,4,1,2,1
772,1,4,21,4,1,3275,1,5,1,3,1,4,3,36,3,2,1,4,1,2,1
773,1,4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,1,1,1
774,1,3,12,4,0,1480,3,1,2,3,1,4,4,66,1,3,3,1,1,1,1
775,0,1,24,2,0,1371,5,3,4,2,1,4,1,25,3,1,1,3,1,1,1
776,1,4,36,4,0,3535,1,4,4,3,1,4,3,37,3,2,2,3,1,2,1
777,1,1,18,2,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,1,1,1
778,1,4,36,4,1,5711,4,5,4,3,1,2,3,38,3,2,2,4,1,2,1
779,1,2,18,2,5,3872,1,1,2,2,1,4,3,67,3,2,1,3,1,2,1
780,0,2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,1,1,1
781,1,4,24,4,0,1940,4,5,4,3,1,4,1,60,3,2,1,3,1,2,1
782,1,2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,2,1
783,0,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,1,1,1
784,1,2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,2,1
785,1,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,1,2,1
786,1,4,22,2,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,1,1,1
787,1,4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,2,2,1
788,0,2,48,3,6,6224,1,5,4,3,1,4,4,50,3,3,1,3,1,1,1
789,0,1,40,4,6,5998,1,3,4,3,1,3,4,27,1,2,1,3,1,2,1
790,0,2,21,2,9,1188,1,5,2,2,1,4,2,39,3,2,1,3,2,1,1
791,1,4,24,2,1,6313,5,5,3,3,1,4,3,41,3,2,1,4,2,2,1
792,1,4,6,4,2,1221,5,3,1,4,1,2,2,27,3,2,2,3,1,1,1
793,1,3,24,2,2,2892,1,5,3,1,1,4,4,51,3,3,1,3,1,1,1
794,1,4,24,2,2,3062,3,5,4,3,1,3,4,32,3,1,1,3,1,2,1
795,1,4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,1,1,1
796,0,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,2,2,1
797,1,4,12,4,2,1258,1,2,2,2,1,4,2,22,3,1,2,2,1,1,1
798,1,4,24,3,0,717,5,5,4,4,1,4,3,54,3,2,2,3,1,2,1
799,1,2,9,2,0,1549,5,2,4,3,1,2,1,35,3,2,1,1,1,1,1
800,1,4,24,4,6,1597,1,5,4,3,1,4,4,54,3,3,2,3,2,1,1
801,1,2,18,4,3,1795,1,5,3,2,3,4,1,48,1,1,2,2,1,2,1
802,1,1,20,4,2,4272,1,5,1,2,1,4,2,24,3,2,2,3,1,1,1
803,1,4,12,4,3,976,5,5,4,3,1,4,3,35,3,2,2,3,1,1,1
804,1,2,12,2,0,7472,5,1,1,2,1,2,1,24,3,1,1,1,1,1,1
805,0,1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,1,2,1
806,1,2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,1,1,2
807,1,4,12,4,3,930,5,5,4,3,1,4,1,65,3,2,4,3,1,1,1
808,1,2,42,1,1,9283,1,1,1,3,1,2,4,55,1,3,1,4,1,2,1
809,0,2,15,0,0,1778,1,2,2,2,1,1,1,26,3,1,2,1,1,1,1
810,1,2,8,2,9,907,1,2,3,4,1,2,1,26,3,2,1,3,1,2,1
811,1,2,6,2,3,484,1,4,3,4,3,3,1,28,1,2,1,2,1,1,1
812,0,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,1,2,1
813,0,1,48,2,4,3051,1,3,3,3,1,4,3,54,3,2,1,3,1,1,1
814,0,1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,2,1,1
815,1,2,36,3,0,7432,1,3,2,2,1,2,2,54,3,1,1,3,1,1,1
816,1,4,6,2,4,1338,3,3,1,1,1,4,1,62,3,2,1,3,1,1,1
817,1,4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,1,2,1
818,1,1,36,2,10,15857,1,1,2,1,2,3,3,43,3,2,1,4,1,1,1
819,0,1,18,2,3,1345,1,3,4,4,1,3,1,26,1,2,1,3,1,1,1
820,1,4,12,2,0,1101,1,3,3,4,1,2,1,27,3,2,2,3,1,2,1
821,1,3,12,2,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,1,1,1
822,0,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,1,1
823,1,1,8,4,0,731,1,5,4,3,1,4,1,47,3,2,2,2,1,1,1
824,1,4,18,4,2,3780,1,2,3,1,1,2,3,35,3,2,2,4,1,2,1
825,1,1,21,4,0,1602,1,5,4,4,1,3,3,30,3,2,2,3,1,2,1
826,0,1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,1,2,1
827,0,4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,2,1,1
828,0,1,36,2,1,8335,5,5,3,3,1,4,4,47,3,3,1,3,1,1,1
829,1,2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,2,2,1
830,1,4,24,3,9,2375,3,3,4,3,1,2,3,44,3,2,2,3,2,2,1
831,0,1,18,2,0,1216,1,2,4,2,1,3,3,23,3,1,1,3,1,2,1
832,0,1,45,0,9,11816,1,5,2,3,1,4,3,29,3,1,2,3,1,1,1
833,1,2,24,2,3,5084,5,5,2,2,1,4,3,42,3,2,1,3,1,2,1
834,0,3,15,2,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,1,1,1
835,0,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,1,1,1
836,1,4,12,2,3,886,5,3,4,2,1,2,3,21,3,2,1,3,1,1,1
837,1,4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,2,1,1
838,1,1,24,4,1,2957,1,5,4,3,1,4,2,63,3,2,2,3,1,2,1
839,1,4,24,4,3,2611,1,5,4,4,2,3,1,46,3,2,2,3,1,1,1
840,0,1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,1,1,1
841,1,4,21,3,1,2993,1,3,3,3,1,2,1,28,2,2,2,2,1,1,1
842,0,4,18,2,5,1943,1,2,4,2,1,4,1,23,3,2,1,3,1,1,1
843,1,4,24,1,9,1559,1,4,4,3,1,4,3,50,1,2,1,3,1,2,1
844,1,4,18,2,2,3422,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1
845,1,2,21,2,2,3976,5,4,2,3,1,3,3,35,3,2,1,3,1,2,1
846,0,4,18,2,0,6761,5,3,2,3,1,4,3,68,3,1,2,3,1,1,1
847,1,4,24,2,0,1249,1,2,4,4,1,2,1,28,3,2,1,3,1,1,1
848,1,1,9,2,3,1364,1,4,3,3,1,4,1,59,3,2,1,3,1,1,1
849,0,1,12,2,3,709,1,5,4,3,1,4,1,57,2,2,1,2,1,1,1
850,0,1,20,4,0,2235,1,3,4,4,3,2,2,33,1,1,2,3,1,1,2
851,1,4,24,4,1,4042,5,4,3,3,1,4,2,43,3,2,2,3,1,2,1
852,1,4,15,4,3,1471,1,3,4,3,1,4,4,35,3,3,2,3,1,2,1
853,0,1,18,1,0,1442,1,4,4,3,1,4,4,32,3,3,2,2,2,1,1
854,1,4,36,3,0,10875,1,5,2,3,1,2,3,45,3,2,2,3,2,2,1
855,1,4,24,2,0,1474,2,2,4,4,1,3,1,33,3,2,1,3,1,2,1
856,1,4,10,2,8,894,5,4,4,2,1,3,2,40,3,2,1,3,1,2,1
857,1,4,15,4,2,3343,1,3,4,3,1,2,4,28,3,3,1,3,1,2,1
858,0,1,15,2,0,3959,1,3,3,2,1,2,2,29,3,2,1,3,1,2,1
859,1,4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,2,1,2
860,1,4,24,4,1,5804,4,3,4,3,1,2,1,27,3,2,2,3,1,1,1
861,0,4,18,3,9,2169,1,3,4,4,1,2,3,28,3,2,1,3,1,2,1
862,0,1,24,2,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,1,2,1
863,1,4,27,4,2,4526,4,2,4,3,1,2,1,32,2,2,2,2,2,2,1
864,0,4,10,2,2,2210,1,3,2,3,1,2,1,25,1,1,1,2,1,1,1
865,1,4,15,2,2,2221,3,3,2,2,1,4,3,20,3,1,1,3,1,1,1
866,1,1,18,2,3,2389,1,2,4,2,1,1,3,27,2,2,1,3,1,1,1
867,1,4,12,4,2,3331,1,5,2,3,1,4,2,42,2,2,1,3,1,1,1
868,1,4,36,2,9,7409,5,5,3,3,1,2,2,37,3,2,2,3,1,1,1
869,1,1,12,2,2,652,1,5,4,2,1,4,2,24,3,1,1,3,1,1,1
870,1,4,36,3,2,7678,3,4,2,2,1,4,3,40,3,2,2,3,1,2,1
871,1,3,6,4,0,1343,1,5,1,3,1,4,1,46,3,2,2,3,2,1,2
872,1,1,24,4,9,1382,2,4,4,3,1,1,1,26,3,2,2,3,1,2,1
873,1,4,15,2,4,874,5,2,4,2,1,1,1,24,3,2,1,3,1,1,1
874,1,1,12,2,2,3590,1,3,2,3,2,2,2,29,3,2,1,2,2,1,1
875,1,2,11,4,0,1322,4,3,4,2,1,4,3,40,3,2,2,3,1,1,1
876,1,1,18,1,3,1940,1,2,3,3,2,4,4,36,1,3,1,4,1,2,1
877,1,4,36,2,3,3595,1,5,4,3,1,2,3,28,3,2,1,3,1,1,1
878,0,1,9,2,0,1422,1,2,3,3,1,2,4,27,3,3,1,4,1,2,1
879,1,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,1,1
880,1,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,1
881,1,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,2,1
882,1,2,30,4,0,2181,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1
883,1,4,18,4,3,1098,1,1,4,2,1,4,3,65,3,2,2,1,1,1,1
884,0,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,1,2,1
885,0,1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,1,1,1
886,1,2,24,4,9,2825,5,4,4,3,1,3,4,34,3,2,2,3,2,2,1
887,0,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,1,2,1
888,1,4,36,4,0,6614,1,5,4,3,1,4,3,34,3,2,2,4,1,2,1
889,1,4,28,1,1,7824,5,2,3,3,3,4,1,40,1,1,2,3,2,2,1
890,1,1,27,4,9,2442,1,5,4,3,1,4,3,43,2,2,4,4,2,2,1
891,1,4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,1,2,1
892,1,1,12,4,0,2171,1,3,4,3,1,4,2,38,1,2,2,2,1,1,2
893,1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,2,1
894,1,4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,2,1
895,1,4,36,3,1,8947,5,4,3,3,1,2,3,31,2,2,1,4,2,2,1
896,1,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,2,1
897,1,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,1,1,2
898,1,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,1,1
899,0,1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,1,1,1
900,0,1,16,4,0,2625,1,5,2,3,3,4,2,43,1,1,1,3,1,2,1
901,1,4,20,4,0,3485,5,2,2,1,1,4,1,44,3,2,2,3,1,2,1
902,1,4,36,4,1,10477,5,5,2,3,1,4,4,42,3,3,2,3,1,1,1
903,1,4,15,2,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,1,2,1
904,1,4,24,2,3,1278,1,5,4,3,1,1,1,36,3,2,1,4,1,2,1
905,1,1,12,2,3,1107,1,3,2,3,1,2,1,20,3,1,1,4,2,2,1
906,1,1,21,2,0,3763,5,4,2,3,2,2,1,24,3,2,1,2,1,1,2
907,1,2,36,2,6,3711,5,3,2,4,1,2,3,27,3,2,1,3,1,1,1
908,1,4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,1,1,1
909,1,2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,1,1,1
910,1,4,36,3,3,4454,1,3,4,2,1,4,1,34,3,2,2,3,1,1,1
911,0,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,1,1
912,1,2,30,2,3,2991,5,5,2,2,1,4,3,25,3,2,1,3,1,1,1
913,1,4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,1,2,1
914,0,1,24,1,9,3161,1,3,4,3,1,2,2,31,3,1,1,3,1,2,1
915,0,2,48,0,10,18424,1,3,1,2,1,2,2,32,1,2,1,4,1,2,2
916,1,4,10,2,1,2848,2,3,1,3,2,2,1,32,3,2,1,3,2,1,1
917,0,1,6,2,0,14896,1,5,1,3,1,4,4,68,1,2,1,4,1,2,1
918,0,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,1,1
919,0,1,24,2,2,3345,1,5,4,3,1,2,2,39,3,1,1,4,1,2,1
